date,tot-value,vol,sharpe,pnl-pt
1981-04-16,1034.564177,0.005502,2.945885,0.768093
1981-04-20,1062.659921,0.005441,9.143024,1.362172
1981-04-21,1091.276200,0.005377,15.497345,1.942047
1981-04-22,1139.681091,0.008600,16.013665,2.910023
1981-04-23,1119.898038,0.003608,31.770235,2.446899
1981-04-24,1103.579637,0.003133,30.108724,2.071593
1981-04-27,962.840191,0.034006,-3.783825,-0.728624
1981-04-28,951.503655,0.003042,-48.931366,-0.932622
1981-04-29,904.700426,0.013863,-17.445997,-1.798105
1981-04-30,904.700426,0.000000,0.000000,-1.764807
1981-05-01,867.537896,0.012421,-26.326077,-2.408402
1981-05-04,892.905970,0.008424,-31.891911,-1.912393
1981-05-05,931.463006,0.012028,-15.335439,-1.202403
1981-05-06,996.243591,0.018160,-3.085667,-0.064766
1981-05-07,1009.342972,0.003535,-8.711296,0.158355
1981-05-08,914.869775,0.029754,-8.246005,-1.418837
1981-05-11,956.435206,0.013048,-11.524110,-0.714177
1981-05-12,970.469770,0.004274,-27.835706,-0.476294
1981-05-13,1041.314828,0.019527,1.324021,0.655791
1981-05-14,1154.497469,0.026145,8.472191,2.414023
1981-05-15,1125.940831,0.006593,26.044476,1.937551
1981-05-18,1125.940831,0.000000,0.000000,1.908194
1981-05-19,1081.209867,0.011397,7.386231,1.212088
1981-05-20,1081.209867,0.000000,0.000000,1.194263
1981-05-21,1081.209867,0.000000,0.000000,1.176955
1981-05-22,1128.293441,0.011900,14.947993,1.832763
1981-05-26,1096.429858,0.008324,13.432706,1.358167
1981-05-27,1080.163532,0.004458,17.083846,1.113382
1981-05-28,1080.163532,0.000000,0.000000,1.098131
1981-05-29,1196.646453,0.028175,10.826892,2.657385
1981-06-01,1112.399374,0.021833,5.786251,1.498658
1981-06-02,1146.771910,0.008920,22.408553,1.931209
1981-06-03,1146.771910,0.000000,0.000000,1.906129
1981-06-04,1146.771910,0.000000,0.000000,1.881691
1981-06-05,1146.771910,0.000000,0.000000,1.857872
1981-06-08,1110.318263,0.010177,11.155469,1.361954
1981-06-09,1073.135711,0.011217,1.582109,0.881153
1981-06-10,1129.732466,0.016195,9.713674,1.526264
1981-06-11,1129.689390,0.000000,0.000000,1.490683
1981-06-12,1375.411211,0.052020,11.739043,4.218103
1981-06-15,1203.878720,0.040568,6.273118,2.240425
1981-06-16,1242.753592,0.009498,35.599087,2.610254
1981-06-17,1203.229241,0.010030,24.816152,2.139255
1981-06-18,1162.675772,0.011032,13.557076,1.677070
1981-06-19,1121.248700,0.012178,3.197349,1.224734
1981-06-22,1286.154751,0.040835,10.024153,2.833215
1981-06-23,1306.385771,0.004696,96.126774,2.974619
1981-06-24,1201.943564,0.027090,7.519259,1.923272
1981-06-25,1223.103409,0.005651,45.193439,2.085079
1981-06-26,1179.299974,0.012090,11.733811,1.644954
1981-06-29,1199.804284,0.006129,31.869099,1.800039
1981-06-30,1132.950447,0.020303,0.217943,1.176553
1981-07-01,1064.887077,0.023577,-9.246295,0.564235
1981-07-02,877.500739,0.089730,-11.940624,-1.047002
1981-07-06,853.766036,0.013314,-89.932922,-1.228857
1981-07-07,830.296640,0.014370,-92.606456,-1.402507
1981-07-08,877.476913,0.027305,-39.488568,-0.996123
1981-07-09,900.233353,0.012946,-74.365987,-0.798133
1981-07-10,875.835797,0.013534,-80.683517,-0.977671
1981-07-13,877.018419,0.000000,-1062270459238066.800000,-0.953346
1981-07-14,903.136840,0.013551,-70.010552,-0.739413
1981-07-15,800.457601,0.065364,-24.350469,-1.500319
1981-07-16,905.985071,0.058620,-17.092406,-0.696407
1981-07-17,824.702184,0.048392,-30.942766,-1.279546
1981-07-20,851.256838,0.016425,-81.180825,-1.070095
1981-07-21,849.433421,0.000000,0.000000,-1.067848
1981-07-22,931.506720,0.043479,-20.658329,-0.478974
1981-07-23,959.794523,0.013363,-56.591084,-0.277279
1981-07-24,944.824476,0.008207,-101.497531,-0.375344
1981-07-27,858.780177,0.049470,-27.273264,-0.947784
1981-07-28,800.703996,0.039323,-44.751643,-1.319841
1981-07-29,831.295229,0.019551,-79.044310,-1.102646
1981-07-30,831.812125,0.000000,-1257602174245711.200000,-1.085083
1981-07-31,801.887265,0.020880,-84.437967,-1.261865
1981-08-03,832.313554,0.020398,-75.697162,-1.054632
1981-08-04,712.409905,0.102937,-25.492432,-1.786274
1981-08-05,712.409905,0.000000,0.000000,-1.775247
1981-08-06,681.295297,0.030895,-95.615096,-1.955244
1981-08-07,618.188832,0.074469,-50.391263,-2.328117
1981-08-10,586.194759,0.043140,-97.755512,-2.507911
1981-08-11,618.472095,0.041437,-90.956298,-2.298361
1981-08-12,683.251627,0.070038,-42.950558,-1.896697
1981-08-13,683.251627,0.000000,0.000000,-1.885407
1981-08-14,650.360809,0.036785,-92.732021,-2.068871
1981-08-17,583.678965,0.090280,-48.783904,-2.448947
1981-08-18,583.678965,0.000000,-1689988096198580.000000,-2.434626
1981-08-19,549.600940,0.053799,-92.955484,-2.618599
1981-08-20,549.600940,0.000000,0.000000,-2.603463
1981-08-21,479.963336,0.139954,-46.912667,-2.988716
1981-08-24,479.963336,0.000000,0.000000,-2.971638
1981-08-25,479.963336,0.000000,0.000000,-2.954754
1981-08-26,335.782085,0.534215,-23.603902,-3.752644
1981-08-27,408.701545,0.242441,-40.652959,-3.321901
1981-08-28,335.206605,0.299390,-44.321947,-3.713930
1981-08-31,409.274396,0.247947,-42.072100,-3.281809
1981-09-01,483.391705,0.175736,-47.870570,-2.854189
1981-09-02,446.112621,0.091473,-103.500725,-3.043337
1981-09-03,446.112621,0.091473,-103.500725,-3.043337
1981-09-04,446.112621,0.091473,-103.500725,-3.043337
1981-09-08,446.112621,0.091473,-103.500725,-3.043337
1981-09-09,446.112621,0.091473,-103.500725,-3.043337
1981-09-10,446.112621,0.091473,-103.500725,-3.043337
1981-09-11,446.112621,0.091473,-103.500725,-3.043337
1981-09-14,446.112621,0.091473,-103.500725,-3.043337
1981-09-15,446.112621,0.091473,-103.500725,-3.043337
1981-09-16,446.112621,0.091473,-103.500725,-3.043337
1981-09-17,446.112621,0.091473,-103.500725,-3.043337
1981-09-18,446.112621,0.091473,-103.500725,-3.043337
1981-09-21,446.112621,0.091473,-103.500725,-3.043337
1981-09-22,446.112621,0.091473,-103.500725,-3.043337
1981-09-23,446.112621,0.091473,-103.500725,-3.043337
1981-09-24,446.112621,0.091473,-103.500725,-3.043337
1981-09-25,446.112621,0.091473,-103.500725,-3.043337
1981-09-28,446.112621,0.091473,-103.500725,-3.043337
1981-09-29,446.112621,0.091473,-103.500725,-3.043337
1981-09-30,446.112621,0.091473,-103.500725,-3.043337
1981-10-01,446.112621,0.091473,-103.500725,-3.043337
1981-10-02,446.112621,0.091473,-103.500725,-3.043337
1981-10-05,446.112621,0.091473,-103.500725,-3.043337
1981-10-06,446.112621,0.091473,-103.500725,-3.043337
1981-10-07,446.112621,0.091473,-103.500725,-3.043337
1981-10-08,446.112621,0.091473,-103.500725,-3.043337
1981-10-09,446.112621,0.091473,-103.500725,-3.043337
1981-10-12,446.112621,0.091473,-103.500725,-3.043337
1981-10-13,446.112621,0.091473,-103.500725,-3.043337
1981-10-14,446.112621,0.091473,-103.500725,-3.043337
1981-10-15,446.112621,0.091473,-103.500725,-3.043337
1981-10-16,446.112621,0.091473,-103.500725,-3.043337
1981-10-19,446.112621,0.091473,-103.500725,-3.043337
1981-10-20,446.112621,0.091473,-103.500725,-3.043337
1981-10-21,446.112621,0.091473,-103.500725,-3.043337
1981-10-22,446.112621,0.091473,-103.500725,-3.043337
1981-10-23,446.112621,0.091473,-103.500725,-3.043337
1981-10-26,446.112621,0.091473,-103.500725,-3.043337
1981-10-27,446.112621,0.091473,-103.500725,-3.043337
1981-10-28,446.112621,0.091473,-103.500725,-3.043337
1981-10-29,446.112621,0.091473,-103.500725,-3.043337
1981-10-30,446.112621,0.091473,-103.500725,-3.043337
1981-11-02,446.112621,0.091473,-103.500725,-3.043337
1981-11-03,446.112621,0.091473,-103.500725,-3.043337
1981-11-04,446.112621,0.091473,-103.500725,-3.043337
1981-11-05,446.112621,0.091473,-103.500725,-3.043337
1981-11-06,446.112621,0.091473,-103.500725,-3.043337
1981-11-09,446.112621,0.091473,-103.500725,-3.043337
1981-11-10,446.112621,0.091473,-103.500725,-3.043337
1981-11-11,446.112621,0.091473,-103.500725,-3.043337
1981-11-12,446.112621,0.091473,-103.500725,-3.043337
1981-11-13,446.112621,0.091473,-103.500725,-3.043337
1981-11-16,446.112621,0.091473,-103.500725,-3.043337
1981-11-17,446.112621,0.091473,-103.500725,-3.043337
1981-11-18,446.112621,0.091473,-103.500725,-3.043337
1981-11-19,446.112621,0.091473,-103.500725,-3.043337
1981-11-20,446.112621,0.091473,-103.500725,-3.043337
1981-11-23,446.112621,0.091473,-103.500725,-3.043337
1981-11-24,446.112621,0.091473,-103.500725,-3.043337
1981-11-25,446.112621,0.091473,-103.500725,-3.043337
1981-11-27,446.112621,0.091473,-103.500725,-3.043337
1981-11-30,446.112621,0.091473,-103.500725,-3.043337
1981-12-01,446.112621,0.091473,-103.500725,-3.043337
1981-12-02,446.112621,0.091473,-103.500725,-3.043337
1981-12-03,446.112621,0.091473,-103.500725,-3.043337
1981-12-04,446.112621,0.091473,-103.500725,-3.043337
1981-12-07,446.112621,0.091473,-103.500725,-3.043337
1981-12-08,446.112621,0.091473,-103.500725,-3.043337
1981-12-09,446.112621,0.091473,-103.500725,-3.043337
1981-12-10,446.112621,0.091473,-103.500725,-3.043337
1981-12-11,446.112621,0.091473,-103.500725,-3.043337
1981-12-14,446.112621,0.091473,-103.500725,-3.043337
1981-12-15,446.112621,0.091473,-103.500725,-3.043337
1981-12-16,446.112621,0.091473,-103.500725,-3.043337
1981-12-17,446.112621,0.091473,-103.500725,-3.043337
1981-12-18,446.112621,0.091473,-103.500725,-3.043337
1981-12-21,446.112621,0.091473,-103.500725,-3.043337
1981-12-22,446.112621,0.091473,-103.500725,-3.043337
1981-12-23,446.112621,0.091473,-103.500725,-3.043337
1981-12-24,446.112621,0.091473,-103.500725,-3.043337
1981-12-28,446.112621,0.091473,-103.500725,-3.043337
1981-12-29,446.112621,0.091473,-103.500725,-3.043337
1981-12-30,446.112621,0.091473,-103.500725,-3.043337
1981-12-31,446.112621,0.091473,-103.500725,-3.043337
1982-01-04,446.112621,0.091473,-103.500725,-3.043337
1982-01-05,446.112621,0.091473,-103.500725,-3.043337
1982-01-06,446.112621,0.091473,-103.500725,-3.043337
1982-01-07,446.112621,0.091473,-103.500725,-3.043337
1982-01-08,446.112621,0.091473,-103.500725,-3.043337
1982-01-11,446.112621,0.091473,-103.500725,-3.043337
1982-01-12,446.112621,0.091473,-103.500725,-3.043337
1982-01-13,446.112621,0.091473,-103.500725,-3.043337
1982-01-14,446.112621,0.091473,-103.500725,-3.043337
1982-01-15,446.112621,0.091473,-103.500725,-3.043337
1982-01-18,446.112621,0.091473,-103.500725,-3.043337
1982-01-19,446.112621,0.091473,-103.500725,-3.043337
1982-01-20,446.112621,0.091473,-103.500725,-3.043337
1982-01-21,446.112621,0.091473,-103.500725,-3.043337
1982-01-22,446.112621,0.091473,-103.500725,-3.043337
1982-01-25,446.112621,0.091473,-103.500725,-3.043337
1982-01-26,446.112621,0.091473,-103.500725,-3.043337
1982-01-27,446.112621,0.091473,-103.500725,-3.043337
1982-01-28,446.112621,0.091473,-103.500725,-3.043337
1982-01-29,446.112621,0.091473,-103.500725,-3.043337
1982-02-01,446.112621,0.091473,-103.500725,-3.043337
1982-02-02,446.112621,0.091473,-103.500725,-3.043337
1982-02-03,446.112621,0.091473,-103.500725,-3.043337
1982-02-04,446.112621,0.091473,-103.500725,-3.043337
1982-02-05,446.112621,0.091473,-103.500725,-3.043337
1982-02-08,446.112621,0.091473,-103.500725,-3.043337
1982-02-09,446.112621,0.091473,-103.500725,-3.043337
1982-02-10,446.112621,0.091473,-103.500725,-3.043337
1982-02-11,446.112621,0.091473,-103.500725,-3.043337
1982-02-12,446.112621,0.091473,-103.500725,-3.043337
1982-02-16,446.112621,0.091473,-103.500725,-3.043337
1982-02-17,446.112621,0.091473,-103.500725,-3.043337
1982-02-18,446.112621,0.091473,-103.500725,-3.043337
1982-02-19,446.112621,0.091473,-103.500725,-3.043337
1982-02-22,446.112621,0.091473,-103.500725,-3.043337
1982-02-23,446.112621,0.091473,-103.500725,-3.043337
1982-02-24,446.112621,0.091473,-103.500725,-3.043337
1982-02-25,446.112621,0.091473,-103.500725,-3.043337
1982-02-26,446.112621,0.091473,-103.500725,-3.043337
1982-03-01,446.112621,0.091473,-103.500725,-3.043337
1982-03-02,446.112621,0.091473,-103.500725,-3.043337
1982-03-03,446.112621,0.091473,-103.500725,-3.043337
1982-03-04,446.112621,0.091473,-103.500725,-3.043337
1982-03-05,446.112621,0.091473,-103.500725,-3.043337
1982-03-08,446.112621,0.091473,-103.500725,-3.043337
1982-03-09,446.112621,0.091473,-103.500725,-3.043337
1982-03-10,446.112621,0.091473,-103.500725,-3.043337
1982-03-11,446.112621,0.091473,-103.500725,-3.043337
1982-03-12,446.112621,0.091473,-103.500725,-3.043337
1982-03-15,446.112621,0.091473,-103.500725,-3.043337
1982-03-16,446.112621,0.091473,-103.500725,-3.043337
1982-03-17,446.112621,0.091473,-103.500725,-3.043337
1982-03-18,446.112621,0.091473,-103.500725,-3.043337
1982-03-19,446.112621,0.091473,-103.500725,-3.043337
1982-03-22,446.112621,0.091473,-103.500725,-3.043337
1982-03-23,446.112621,0.091473,-103.500725,-3.043337
1982-03-24,446.112621,0.091473,-103.500725,-3.043337
1982-03-25,446.112621,0.091473,-103.500725,-3.043337
1982-03-26,446.112621,0.091473,-103.500725,-3.043337
1982-03-29,446.112621,0.091473,-103.500725,-3.043337
1982-03-30,446.112621,0.091473,-103.500725,-3.043337
1982-03-31,446.112621,0.091473,-103.500725,-3.043337
1982-04-01,446.112621,0.091473,-103.500725,-3.043337
1982-04-02,446.112621,0.091473,-103.500725,-3.043337
1982-04-05,446.112621,0.091131,-103.889097,-3.026707
1982-04-06,445.001784,0.090816,-104.611452,-3.016295
1982-04-07,446.116285,0.090523,-104.586316,-2.993966
1982-04-08,442.761436,0.090469,-105.754103,-2.995906
1982-04-12,443.885338,0.089867,-106.086611,-2.973875
1982-04-13,441.070749,0.089720,-107.217642,-2.973028
1982-04-14,451.135588,0.092870,-100.348860,-2.904045
1982-04-15,453.069982,0.089004,-104.065751,-2.878579
1982-04-16,455.273352,0.088733,-103.652023,-2.851972
1982-04-19,442.796555,0.093711,-102.260624,-2.902101
1982-04-20,453.905274,0.092499,-99.945824,-2.829506
1982-04-21,465.965675,0.092525,-96.123057,-2.752754
1982-04-22,475.723338,0.090353,-95.401600,-2.688598
1982-04-23,503.433958,0.105340,-75.061731,-2.533500
1982-04-26,488.604185,0.092269,-89.931425,-2.595918
1982-04-27,480.586182,0.088188,-96.605672,-2.623302
1982-04-28,476.289757,0.086644,-99.738644,-2.631710
1982-04-29,476.289757,0.085848,-100.663041,-2.618551
1982-04-30,509.810458,0.111695,-69.506552,-2.438754
1982-05-03,544.455699,0.107422,-64.814919,-2.255170
1982-05-04,539.291951,0.085477,-82.837040,-2.269498
1982-05-05,544.714483,0.085377,-81.485052,-2.231792
1982-05-06,527.623099,0.090414,-81.478822,-2.304278
1982-05-07,485.308104,0.125737,-67.949594,-2.498504
1982-05-10,516.941763,0.107647,-71.558661,-2.333615
1982-05-11,555.842843,0.110568,-61.484110,-2.135371
1982-05-12,522.178581,0.106056,-71.976697,-2.286227
1982-05-13,529.212030,0.084398,-88.340905,-2.241847
1982-05-14,507.266767,0.094761,-84.919401,-2.335229
1982-05-17,484.332744,0.098080,-88.991442,-2.432393
1982-05-18,492.264422,0.084538,-100.443449,-2.383735
1982-05-19,492.264422,0.082125,-103.394702,-2.372596
1982-05-20,483.802782,0.084225,-103.914749,-2.400917
1982-05-21,501.227732,0.091136,-90.357104,-2.309131
1982-05-24,474.258836,0.104717,-86.854831,-2.422770
1982-05-25,464.948702,0.084586,-111.269976,-2.454364
1982-05-26,445.705491,0.097214,-104.108510,-2.531025
1982-05-27,445.705491,0.080671,-125.457653,-2.519520
1982-05-28,425.267388,0.102335,-107.067869,-2.600600
1982-06-01,446.243148,0.101979,-99.377605,-2.494400
1982-06-02,435.502083,0.086162,-122.600660,-2.531381
1982-06-03,379.936747,0.223841,-59.580131,-2.768140
1982-06-04,379.936747,0.079517,-167.717821,-2.755837
1982-06-07,356.363352,0.131675,-111.950146,-2.847950
1982-06-08,356.363352,0.079069,-186.432139,-2.835404
1982-06-09,368.717535,0.096186,-145.654262,-2.768783
1982-06-10,455.999176,0.287789,-35.795835,-2.375549
1982-06-11,405.282384,0.189683,-66.590926,-2.585729
1982-06-14,418.292641,0.090488,-132.864078,-2.518214
1982-06-15,484.077573,0.197274,-48.547479,-2.223804
1982-06-16,484.077573,0.077769,-123.147735,-2.214259
1982-06-17,470.468041,0.085562,-117.743045,-2.262957
1982-06-18,456.550479,0.086795,-122.323155,-2.312551
1982-06-21,498.980113,0.133145,-68.637304,-2.122966
1982-06-22,640.279721,0.249738,-23.571482,-1.517807
1982-06-23,626.079407,0.079683,-77.652890,-1.571095
1982-06-24,538.425556,0.187649,-45.589882,-1.931274
1982-06-25,568.340915,0.096425,-80.333885,-1.798580
1982-06-28,598.600309,0.093263,-75.112509,-1.665559
1982-06-29,598.600309,0.075935,-92.253575,-1.658676
1982-06-30,504.125019,0.224368,-44.357310,-2.040638
1982-07-01,373.289683,0.506630,-33.463097,-2.568485
1982-07-02,356.431275,0.110344,-163.917904,-2.626811
1982-07-06,541.950905,0.490697,-23.001439,-1.861988
1982-07-07,525.080503,0.083814,-141.019912,-1.922751
1982-07-08,490.655962,0.114535,-113.926418,-2.053807
1982-07-09,577.648531,0.193987,-54.237815,-1.696191
1982-07-12,577.648531,0.074408,-141.401652,-1.689406
1982-07-13,559.831029,0.082163,-134.214731,-1.753661
1982-07-14,486.964298,0.196825,-69.254838,-2.035856
1982-07-15,652.057940,0.296301,-32.189769,-1.375265
1982-07-16,652.057940,0.073679,-129.452094,-1.369851
1982-07-19,633.412097,0.079063,-125.990054,-1.437600
1982-07-20,652.314317,0.079022,-120.754309,-1.358147
1982-07-21,613.934238,0.096948,-107.945441,-1.502201
1982-07-22,652.835266,0.095425,-100.404273,-1.345600
1982-07-23,593.620137,0.126965,-87.375179,-1.569034
1982-07-26,613.678492,0.080938,-130.712643,-1.485852
1982-07-27,532.046956,0.189845,-69.212169,-1.792924
1982-07-28,427.284642,0.344578,-52.416559,-2.185936
1982-07-29,384.390760,0.194851,-106.310108,-2.340720
1982-07-30,470.981134,0.294288,-56.187471,-2.003859
1982-08-02,449.168821,0.099991,-175.649801,-2.078608
1982-08-03,382.520036,0.287679,-75.336032,-2.321353
1982-08-04,268.678797,0.878355,-39.395525,-2.739031
1982-08-05,268.678797,0.071285,-485.423793,-2.728810
1982-08-06,245.143493,0.259964,-147.392826,-2.806158
1982-08-09,339.919999,0.649694,-44.207052,-2.444741
1982-08-10,339.919999,0.070801,-405.656771,-2.435720
1982-08-11,315.795133,0.172133,-180.498725,-2.515459
1982-08-12,364.506642,0.275699,-98.242977,-2.327814
1982-08-13,437.809928,0.292746,-77.977209,-2.051789
1982-08-16,774.870334,0.506265,-30.211190,-0.818653
1982-08-17,606.284592,0.284379,-68.402489,-1.426505
1982-08-18,728.353174,0.186110,-90.549526,-0.980674
1982-08-19,969.824064,0.214374,-64.322642,-0.108547
1982-08-20,1253.913338,0.157387,-74.037899,0.910084
1982-08-23,1183.010652,0.077124,-157.774917,0.653609
1982-08-24,1396.247063,0.107627,-101.442604,1.410132
1982-08-25,1419.874341,0.069629,-155.004295,1.488916
1982-08-26,1348.088607,0.073868,-151.653684,1.229995
1982-08-27,1275.025031,0.075145,-155.293977,0.968398
1982-08-30,1324.276750,0.071610,-158.667103,1.137813
1982-08-31,1299.443226,0.069239,-166.371208,1.047004
1982-09-01,1596.218765,0.113783,-88.948796,2.077417
1982-09-02,1571.591279,0.068564,-149.185831,1.984692
1982-09-03,1446.354903,0.079143,-137.194309,1.544481
1982-09-07,1214.732410,0.122260,-101.752312,0.740457
1982-09-08,1188.416294,0.069015,-183.209864,0.647479
1982-09-09,1081.478805,0.091713,-148.436104,0.279037
1982-09-10,1269.587415,0.113001,-107.986142,0.920094
1982-09-13,1403.072549,0.084739,-134.565049,1.370995
1982-09-14,1376.274821,0.067969,-170.091497,1.275508
1982-09-15,1376.274821,0.067123,-172.234920,1.271199
1982-09-16,1238.827330,0.090677,-138.156533,0.804132
1982-09-17,1210.882875,0.068179,-186.906438,0.707661
1982-09-20,1210.882875,0.066719,-190.996408,0.705294
1982-09-21,1153.795705,0.073122,-180.875807,0.512652
1982-09-22,979.218456,0.138987,-109.132927,-0.069042
1982-09-23,979.218456,0.066322,-228.703415,-0.068813
1982-09-24,979.218456,0.066191,-229.154953,-0.068586
1982-09-27,1098.884514,0.101791,-136.903611,0.325278
1982-09-28,978.230423,0.109492,-140.086140,-0.071376
1982-09-29,886.127949,0.105318,-158.194961,-0.372131
1982-09-30,1222.943590,0.206200,-65.593048,0.726201
1982-10-01,1038.990403,0.133492,-115.369498,0.126592
1982-10-04,1162.935921,0.097591,-145.887753,0.527301
1982-10-05,1529.981553,0.149148,-80.959662,1.709618
1982-10-06,1650.813681,0.073840,-155.974134,2.092648
1982-10-07,1711.255422,0.066991,-168.102596,2.272382
1982-10-08,2158.906380,0.103994,-95.634058,3.679068
1982-10-11,2040.104877,0.068021,-151.219793,3.281088
1982-10-12,2040.139632,0.064681,-159.027332,3.260626
1982-10-13,1577.820067,0.139179,-88.408924,1.800063
1982-10-14,1672.196774,0.069752,-170.205105,2.081105
1982-10-15,2199.182670,0.114889,-89.774953,3.689793
1982-10-18,2107.210689,0.065995,-160.147090,3.385965
1982-10-19,2353.792895,0.073601,-135.533254,4.114872
1982-10-20,2199.640010,0.068134,-152.139927,3.624290
1982-10-21,2293.108211,0.065413,-154.935544,3.883208
1982-10-22,1717.254671,0.144546,-85.010411,2.141059
1982-10-25,1815.579320,0.067980,-174.963522,2.420117
1982-10-26,1881.518623,0.065217,-178.625115,2.600350
1982-10-27,1881.518623,0.063384,-183.790293,2.585099
1982-10-28,2434.568446,0.104225,-98.551962,4.182415
1982-10-29,2467.615609,0.063307,-161.120548,4.253958
1982-11-01,2339.300762,0.065526,-160.241215,3.859656
1982-11-02,2887.870753,0.085205,-111.932732,5.409372
1982-11-03,2631.413368,0.068646,-145.754626,4.647901
1982-11-04,2565.422978,0.063158,-160.503931,4.434626
1982-11-05,2231.317318,0.079628,-137.795172,3.468499
1982-11-08,2501.018847,0.072297,-143.294817,4.204535
1982-11-09,2265.561958,0.071384,-153.371395,3.525242
1982-11-10,2335.818958,0.063129,-170.621838,3.700330
1982-11-11,2266.374190,0.063018,-173.792927,3.488634
1982-11-12,1985.280308,0.081739,-145.123998,2.699398
1982-11-15,1912.187115,0.063785,-190.183412,2.485523
1982-11-16,2269.489639,0.086741,-127.864835,3.440351
1982-11-17,2654.092774,0.078149,-131.492156,4.458471
1982-11-18,2443.555680,0.067339,-159.569317,3.870122
1982-11-19,2263.161350,0.067192,-166.941704,3.368430
1982-11-22,1971.644066,0.083595,-145.889318,2.577305
1982-11-23,2156.239566,0.070082,-165.694430,3.050764
1982-11-24,2410.866126,0.072161,-151.872196,3.703061
1982-11-26,2374.235664,0.061318,-180.216919,3.588083
1982-11-29,2777.548345,0.076483,-133.960601,4.617009
1982-11-30,2957.772122,0.063408,-156.793962,5.058843
1982-12-01,3029.406594,0.061176,-160.664855,5.216984
1982-12-02,2883.846232,0.062261,-161.811758,4.818021
1982-12-03,3247.497268,0.067774,-140.840216,5.718823
1982-12-06,3462.390929,0.062474,-148.485641,6.233901
1982-12-07,3532.480515,0.060612,-151.683144,6.379044
1982-12-08,3349.996648,0.061662,-152.856959,5.889716
1982-12-09,2904.454336,0.072665,-139.640540,4.749263
1982-12-10,3163.711668,0.064370,-151.440799,5.369012
1982-12-13,3274.327719,0.060695,-158.047143,5.615624
1982-12-14,3458.795538,0.061440,-152.294229,6.041267
1982-12-15,3422.783097,0.059869,-157.052225,5.923675
1982-12-16,4156.076914,0.071712,-121.337695,7.679019
1982-12-17,4227.763499,0.059739,-144.637246,7.815408
1982-12-20,5006.796189,0.066223,-122.757710,9.654931
1982-12-21,4868.541471,0.059631,-137.794086,9.277078
1982-12-22,4799.567806,0.059393,-139.109485,9.068181
1982-12-23,5119.479085,0.060258,-133.907171,9.784986
1982-12-27,4977.309413,0.059341,-137.443253,9.402623
1982-12-28,4759.366629,0.059585,-139.319210,8.845569
1982-12-29,4463.766214,0.060209,-141.573393,8.111865
1982-12-30,4463.474117,0.058880,-144.772297,8.073366
1982-12-31,4197.927980,0.060080,-145.679355,7.419786
1983-01-03,4390.548945,0.059371,-144.716208,7.830367
1983-01-04,4428.572564,0.058636,-146.005502,7.881776
1983-01-05,4838.375127,0.060758,-136.146557,8.783467
1983-01-06,4721.800459,0.058577,-142.614350,8.477905
1983-01-07,4838.040037,0.058509,-141.409337,8.703039
1983-01-10,4612.452433,0.058947,-143.171003,8.154520
1983-01-11,4730.447232,0.058355,-143.152362,8.383027
1983-01-12,4343.775153,0.060583,-143.116959,7.480481
1983-01-13,4388.910313,0.058018,-148.787915,7.547684
1983-01-14,4509.557377,0.058148,-146.770784,7.781724
1983-01-17,4468.218728,0.057830,-148.158488,7.656112
1983-01-18,3866.605918,0.066690,-137.668999,6.300233
1983-01-19,3998.908276,0.058079,-155.691529,6.562163
1983-01-20,3627.684404,0.062362,-152.109788,5.724803
