gvkey,datadate,conm,ipodate,rdq,datacqtr,datafqtr,cusip,cik,TICKER,sic,addzip,exchg,fic,icaptq,atq,ltq,saleq,revtq,cogsq,xsgaq,oibdpq,oiadpq,ibq,txditcq,txdbq,itccy,oancfy,ivncfy,fincfy,sstky,prstkcy,dltisy,dltry,actq,lctq,invtq,dlcq,dlttq,mibq,mibtq,cheq,rectq,seqq,ceqq,niq,dpcy,dpq,wcapchy,capxy,sppey,xintq,ppentq,loq,xrdq,pstkrq,pstkq,cshoq,prccq,itccq,oancfq,ivncfq,fincfq,sstkq,prstkcq,dltisq,dltrq,dpcq,wcapchq,capxq,sppeq
4839,1962/12/31,FORD MOTOR CO,,,1962.75,1962.75,345370860,37996,F,3711,48126,11,USA,,,,2298.9,2298.9,,,362.3,303.0,130.3,,,,,,,,,,,,,,,,,,,,,,130.3,,59.3,,,,,,,,,,,46.3699,,,,,,,,,,,,
6066,1962/12/31,INTL BUSINESS MACHINES CORP,,,1962.75,1962.75,459200101,51143,IBM,7370,10504,11,USA,,,,525.8,525.8,,,740.0,461.94,65.865,,,,,,,,,,,,,,,,,,,,,,65.865,,278.06,,,,,,,,,,,389.9996,,,,,,,,,,,,
4839,1962/3/31,FORD MOTOR CO,,,1962.0,1962.0,345370860,37996,F,3711,48126,11,USA,,,,1999.7,1999.7,,,311.5,256.1,127.7,,,,,,,,,,,,,,,,,,,,,,127.7,,55.4,,,,,,,,,,,97.3798,,,,,,,,,,,,
6066,1962/3/31,INTL BUSINESS MACHINES CORP,,,1962.0,1962.0,459200101,51143,IBM,7370,10504,11,USA,,,,453.2,453.2,,,,,56.263999999999996,,,,,,,,,,,,,,,,,,,,,,56.263999999999996,,,,,,,,,,,,,532.2222,,,,,,,,,,,,
4839,1962/6/30,FORD MOTOR CO,,,1962.25,1962.25,345370860,37996,F,3711,48126,11,USA,,,,2043.2,2043.2,,,342.7,286.4,140.6,,,,,,,,,,,,,,,,,,,,,,140.6,,56.3,,,,,,,,,,,77.2599,,,,,,,,,,,,
6066,1962/6/30,INTL BUSINESS MACHINES CORP,,,1962.25,1962.25,459200101,51143,IBM,7370,10504,11,USA,,,,478.5,478.5,,,,,60.045,,,,,,,,,,,,,,,,,,,,,,60.045,,,,,,,,,,,,,338.9173,,,,,,,,,,,,
4839,1962/9/30,FORD MOTOR CO,,,1962.5,1962.5,345370860,37996,F,3711,48126,11,USA,,,,1747.8,1747.8,,,218.9,161.6,82.1,,,,,,,,,,,,,,,,,,,,,,82.1,,57.3,,,,,,,,,,,41.37,,,,,,,,,,,,
6066,1962/9/30,INTL BUSINESS MACHINES CORP,,,1962.5,1962.5,459200101,51143,IBM,7370,10504,11,USA,,,,467.7,467.7,,,,,59.213,,,,,,,,,,,,,,,,,,,,,,59.213,,,,,,,,,,,,,353.1442,,,,,,,,,,,,
4839,1963/12/31,FORD MOTOR CO,,,1963.75,1963.75,345370860,37996,F,3711,48126,11,USA,,,,2544.7,2544.7,,,370.3,312.4,141.65,,,,,,,,,,,,,,,,,,,,,,141.65,,57.9,,,,,,,,,,,49.8699,,,,,,,,,,,,
6066,1963/12/31,INTL BUSINESS MACHINES CORP,,,1963.75,1963.75,459200101,51143,IBM,7370,10504,11,USA,,,,779.7,779.7,,,1213.36,778.62,107.82700000000001,,,,,,,,,,,,,,,,,,,,,,107.82700000000001,,434.74,,,,,,,,,,,506.9994,,,,,,,,,,,,
4839,1963/3/31,FORD MOTOR CO,,,1963.0,1963.0,345370860,37996,F,3711,48126,11,USA,,,,2094.2,2094.2,,,307.8,249.5,121.3,,,,,,,,,,,,,,,,,,,,,,121.3,,58.3,,,,,,,,,,,46.3699,,,,,,,,,,,,
6066,1963/3/31,INTL BUSINESS MACHINES CORP,,,1963.0,1963.0,459200101,51143,IBM,7370,10504,11,USA,,,,666.4,666.4,,,,,78.593,,,,,,,,,,,,,,,,,,,,,,78.593,,,,,,,,,,,,,420.594,,,,,,,,,,,,
4839,1963/6/30,FORD MOTOR CO,,,1963.25,1963.25,345370860,37996,F,3711,48126,11,USA,,,,2339.9,2339.9,,,381.7,323.4,155.9,,,,,,,,,,,,,,,,,,,,,,155.9,,58.3,,,,,,,,,,,52.12,,,,,,,,,,,,
6066,1963/6/30,INTL BUSINESS MACHINES CORP,,,1963.25,1963.25,459200101,51143,IBM,7370,10504,11,USA,,,,702.0,702.0,,,,,87.551,,,,,,,,,,,,,,,,,,,,,,87.551,,,,,,,,,,,,,435.8194,,,,,,,,,,,,
4839,1963/9/30,FORD MOTOR CO,,,1963.5,1963.5,345370860,37996,F,3711,48126,11,USA,,,,1763.7,1763.7,,,201.3,142.9,69.7,,,,,,,,,,,,,,,,,,,,,,69.7,,58.4,,,,,,,,,,,53.7499,,,,,,,,,,,,
6066,1963/9/30,INTL BUSINESS MACHINES CORP,,,1963.5,1963.5,459200101,51143,IBM,7370,10504,11,USA,,,,714.6,714.6,,,,,90.28399999999999,,,,,,,,,,,,,,,,,,,,,,90.28399999999999,,,,,,,,,,,,,451.5634,,,,,,,,,,,,
4839,1964/12/31,FORD MOTOR CO,,,1964.75,1964.75,345370860,37996,F,3711,48126,11,USA,,,,2543.3,2543.3,,,268.3,203.72,101.94,,,,,,,,,,,,,,,,,,,,,,101.94,,64.58,,,,,,,,,,,54.3699,,,,,,,,,,,,
6066,1964/12/31,INTL BUSINESS MACHINES CORP,,,1964.75,1964.75,459200101,51143,IBM,7370,10504,11,USA,,,,844.2,844.2,,,1359.34,884.03,114.735,,,,,,,,,,,,,,,,,,,,,,114.735,,475.31,,,,,,,,,,,409.4995,,,,,,,,,,,,
4839,1964/3/31,FORD MOTOR CO,,,1964.0,1964.0,345370860,37996,F,3711,48126,11,USA,,,,2415.6,2415.6,,,353.9,294.3,144.3,,,,,,,,,,,,,,,,,,,,,,144.3,,59.6,,,,,,,,,,,53.87,,,,,,,,,,,,
6066,1964/3/31,INTL BUSINESS MACHINES CORP,,,1964.0,1964.0,459200101,51143,IBM,7370,10504,11,USA,,,,831.7,831.7,,,,,114.824,,,,,,,,,,,,,,,,,,,,,,114.824,,,,,,,,,,,,,593.6623,,,,,,,,,,,,
4839,1964/6/30,FORD MOTOR CO,,,1964.25,1964.25,345370860,37996,F,3711,48126,11,USA,,,,2672.6,2672.6,,,420.5,362.7,179.7,,,,,,,,,,,,,,,,,,,,,,179.7,,57.8,,,,,,,,,,,52.4999,,,,,,,,,,,,
6066,1964/6/30,INTL BUSINESS MACHINES CORP,,,1964.25,1964.25,459200101,51143,IBM,7370,10504,11,USA,,,,783.5,783.5,,,,,100.167,,,,,,,,,,,,,,,,,,,,,,100.167,,,,,,,,,,,,,477.7685,,,,,,,,,,,,
4839,1964/9/30,FORD MOTOR CO,,,1964.5,1964.5,345370860,37996,F,3711,48126,11,USA,,,,2039.3,2039.3,,,185.6,125.1,79.7,,,,,,,,,,,,,,,,,,,,,,79.7,,60.5,,,,,,,,,,,57.8699,,,,,,,,,,,,
6066,1964/9/30,INTL BUSINESS MACHINES CORP,,,1964.5,1964.5,459200101,51143,IBM,7370,10504,11,USA,,,,780.0,780.0,,,,,101.434,,,,,,,,,,,,,,,,,,,,,,101.434,,,,,,,,,,,,,437.2048,,,,,,,,,,,,
4839,1965/12/31,FORD MOTOR CO,,,1965.75,1965.75,345370860,37996,F,3711,48126,11,USA,,,,3231.2,3231.2,,,402.39,330.3,162.849,,,,,,,,,,,,,,,,,,,,,,162.849,,72.09,,,,,,,,,,,54.3699,,,,,,,,,,,,
6066,1965/12/31,INTL BUSINESS MACHINES CORP,,,1965.75,1965.75,459200101,51143,IBM,7370,10504,11,USA,,,,962.0,962.0,,,1468.75,945.43,125.87,,,,,,,,,,,,,,,,,,,,,,125.87,,523.32,,,,,,,,,,,498.9991,,,,,,,,,,,,
4839,1965/3/31,FORD MOTOR CO,,,1965.0,1965.0,345370860,37996,F,3711,48126,11,USA,,,,2912.2,2912.2,,,447.9,384.2,200.8,,,,,,,,,,,,,,,,,,,,,,200.8,,63.7,,,,,,,,,,,55.75,,,,,,,,,,,,
6066,1965/3/31,INTL BUSINESS MACHINES CORP,,,1965.0,1965.0,459200101,51143,IBM,7370,10504,11,USA,,,,851.0,851.0,,,,,116.11,,,,,,,,,,,,,,,,,,,,,,116.11,,,,,,,,,,,,,454.9918,,,,,,,,,,,,
4839,1965/6/30,FORD MOTOR CO,,,1965.25,1965.25,345370860,37996,F,3711,48126,11,USA,,,,3085.6,3085.6,,,475.9,411.5,237.3,,,,,,,,,,,,,,,,,,,,,,237.3,,64.4,,,,,,,,,,,52.63,,,,,,,,,,,,
6066,1965/6/30,INTL BUSINESS MACHINES CORP,,,1965.25,1965.25,459200101,51143,IBM,7370,10504,11,USA,,,,869.2,869.2,,,,,116.98,,,,,,,,,,,,,,,,,,,,,,116.98,,,,,,,,,,,,,458.7494,,,,,,,,,,,,
4839,1965/9/30,FORD MOTOR CO,,,1965.5,1965.5,345370860,37996,F,3711,48126,11,USA,,,,2307.8,2307.8,,,223.8,156.5,102.1,,,,,,,,,,,,,,,,,,,,,,102.1,,67.3,,,,,,,,,,,55.8699,,,,,,,,,,,,
6066,1965/9/30,INTL BUSINESS MACHINES CORP,,,1965.5,1965.5,459200101,51143,IBM,7370,10504,11,USA,,,,890.6,890.6,,,,,117.97200000000001,,,,,,,,,,,,,,,,,,,,,,117.97200000000001,,,,,,,,,,,,,513.3264,,,,,,,,,,,,
4839,1966/12/31,FORD MOTOR CO,,,1966.75,1966.75,345370860,37996,F,3711,48126,11,USA,,,,3372.9,3372.9,,,374.88,293.42,128.123,,,,,,,,,,,,,,,,,,,,,,128.123,,81.46,,,,,,,,,,,38.4999,,,,,,,,,,,,
6066,1966/12/31,INTL BUSINESS MACHINES CORP,,,1966.75,1966.75,459200101,51143,IBM,7370,10504,11,USA,,,,1184.8,1184.8,,,1686.35,1045.73,141.597,,,,,,,,,,,,,,,,,,,,,,141.597,,640.62,,,,,,,,,,,371.4997,,,,,,,,,,,,
4839,1966/3/31,FORD MOTOR CO,,,1966.0,1966.0,345370860,37996,F,3711,48126,11,USA,,,,3181.7,3181.7,,,457.7,384.7,210.2,,,,,,,,,,,,,,,,,,,,,,210.2,,73.0,,,,,,,,,,,50.37,,,,,,,,,,,,
6066,1966/3/31,INTL BUSINESS MACHINES CORP,,,1966.0,1966.0,459200101,51143,IBM,7370,10504,11,USA,,,,956.9,956.9,,,,,124.414,,,,,,,,,,,,,,,,,,,,,,124.414,,,,,,,,,,,,,515.9995,,,,,,,,,,,,
4839,1966/6/30,FORD MOTOR CO,,,1966.25,1966.25,345370860,37996,F,3711,48126,11,USA,,,,3331.9,3331.9,,,464.1,389.3,216.9,,,,,,,,,,,,,,,,,,,,,,216.9,,74.8,,,,,,,,,,,45.3699,,,,,,,,,,,,
6066,1966/6/30,INTL BUSINESS MACHINES CORP,,,1966.25,1966.25,459200101,51143,IBM,7370,10504,11,USA,,,,1036.1,1036.1,,,,,129.21200000000002,,,,,,,,,,,,,,,,,,,,,,129.21200000000002,,,,,,,,,,,,,350.4998,,,,,,,,,,,,
4839,1966/9/30,FORD MOTOR CO,,,1966.5,1966.5,345370860,37996,F,3711,48126,11,USA,,,,2353.5,2353.5,,,168.7,90.1,65.8,,,,,,,,,,,,,,,,,,,,,,65.8,,78.6,,,,,,,,,,,41.75,,,,,,,,,,,,
6066,1966/9/30,INTL BUSINESS MACHINES CORP,,,1966.5,1966.5,459200101,51143,IBM,7370,10504,11,USA,,,,1069.9,1069.9,,,,,130.907,,,,,,,,,,,,,,,,,,,,,,130.907,,,,,,,,,,,,,317.4999,,,,,,,,,,,,
4839,1967/12/31,FORD MOTOR CO,,,1967.75,1967.75,345370860,37996,F,3711,48126,11,USA,,,,2445.1,2445.1,,,-63.9,-155.6,-109.1,,,,,,,,,,,,,,,,,,,,,,-109.1,,91.7,,,,,,,,,,,53.4999,,,,,,,,,,,,
6066,1967/12/31,INTL BUSINESS MACHINES CORP,,,1967.75,1967.75,459200101,51143,IBM,7370,10504,11,USA,,,,1595.7,1595.7,,,2255.47,1299.6860000000001,199.0,,,,,,,,,,,,,,,,,,,,,,199.0,,955.784,,,,,,,,,,,626.9995,,,,,,,,,,,,
4839,1967/3/31,FORD MOTOR CO,,,1967.0,1967.0,345370860,37996,F,3711,48126,11,USA,,,,2870.5,2870.5,,,281.1,198.6,120.6,,,,,,,,,,,,,,,,,,,,,,120.6,,82.5,,,,,,,,,,,51.2499,,,,,,,,,,,,
6066,1967/3/31,INTL BUSINESS MACHINES CORP,,,1967.0,1967.0,459200101,51143,IBM,7370,10504,11,USA,,,,1150.6,1150.6,,,,,137.14,,,,,,,,,,,,,,,,,,,,,,137.14,,,,,,,,,,,,,448.7991,,,,,,,,,,,,
4839,1967/6/30,FORD MOTOR CO,,,1967.25,1967.25,345370860,37996,F,3711,48126,11,USA,,,,3168.2,3168.2,,,338.5,254.0,146.5,,,,,,,,,,,,,,,,,,,,,,146.5,,84.5,,,,,,,,,,,51.1199,,,,,,,,,,,,
6066,1967/6/30,INTL BUSINESS MACHINES CORP,,,1967.25,1967.25,459200101,51143,IBM,7370,10504,11,USA,,,,1236.5,1236.5,,,,,145.971,,,,,,,,,,,,,,,,,,,,,,145.971,,,,,,,,,,,,,497.4997,,,,,,,,,,,,
4839,1967/9/30,FORD MOTOR CO,,,1967.5,1967.5,345370860,37996,F,3711,48126,11,USA,,,,2031.9,2031.9,,,-61.2,-147.2,-73.9,,,,,,,,,,,,,,,,,,,,,,-73.9,,86.0,,,,,,,,,,,53.1199,,,,,,,,,,,,
6066,1967/9/30,INTL BUSINESS MACHINES CORP,,,1967.5,1967.5,459200101,51143,IBM,7370,10504,11,USA,,,,1362.5,1362.5,,,,,169.389,,,,,,,,,,,,,,,,,,,,,,169.389,,,,,,,,,,,,,548.2495,,,,,,,,,,,,
4839,1968/12/31,FORD MOTOR CO,,,1968.75,1968.75,345370860,37996,F,3711,48126,11,USA,,,,3842.7,3842.7,,,435.2,338.4,164.0,,,,,,,,,,,,,,,,,,,,,,164.0,,96.8,,,,,,,,,,,52.9999,,,,,,,,,,,,
6066,1968/12/31,INTL BUSINESS MACHINES CORP,,,1968.75,1968.75,459200101,51143,IBM,7370,10504,11,USA,,,,1979.5,1979.5,,,2895.6079999999997,1847.214,250.803,,,,,,,,,,,,,,,,,,,,,,250.803,,1048.394,,,,,,,,,,,314.9998,,,,,,,,,,,,
4839,1968/3/31,FORD MOTOR CO,,,1968.0,1968.0,345370860,37996,F,3711,48126,11,USA,,,,3898.8,3898.8,,,521.6,431.3,203.3,,,,,,,,,,,,,,,,,,,,,,203.3,,90.3,,,,,,,,,,,48.5,,,,,,,,,,,,
6066,1968/3/31,INTL BUSINESS MACHINES CORP,,,1968.0,1968.0,459200101,51143,IBM,7370,10504,11,USA,,,,1480.8,1480.8,,,,,173.077,,,,,,,,,,,,,,,,,,,,,,173.077,,,,,,,,,,,,,612.4997,,,,,,,,,,,,
4839,1968/6/30,FORD MOTOR CO,,,1968.25,1968.25,345370860,37996,F,3711,48126,11,USA,,,,3714.5,3714.5,,,467.9,379.1,187.2,,,,,,,,,,,,,,,,,,,,,,187.2,,88.8,,,,,,,,,,,52.4999,,,,,,,,,,,,
6066,1968/6/30,INTL BUSINESS MACHINES CORP,,,1968.25,1968.25,459200101,51143,IBM,7370,10504,11,USA,,,,1680.0,1680.0,,,,,213.09599999999998,,,,,,,,,,,,,,,,,,,,,,213.09599999999998,,,,,,,,,,,,,353.7495,,,,,,,,,,,,
4839,1968/9/30,FORD MOTOR CO,,,1968.5,1968.5,345370860,37996,F,3711,48126,11,USA,,,,2619.1,2619.1,,,220.3,130.1,72.1,,,,,,,,,,,,,,,,,,,,,,72.1,,90.2,,,,,,,,,,,56.9999,,,,,,,,,,,,
6066,1968/9/30,INTL BUSINESS MACHINES CORP,,,1968.5,1968.5,459200101,51143,IBM,7370,10504,11,USA,,,,1748.2,1748.2,,,,,234.521,,,,,,,,,,,,,,,,,,,,,,234.521,,,,,,,,,,,,,334.9992,,,,,,,,,,,,
4839,1969/12/31,FORD MOTOR CO,,,1969.75,1969.75,345370860,37996,F,3711,48126,11,USA,5526.6,,,4101.5,4101.5,3429.1,272.2,400.2,300.1,144.1,,,,,,,,,,,,,,454.1,304.6,,,,,5222.0,5222.0,144.1,,100.1,,,,,,,,,0.0,109.31700000000001,41.125,,,,,,,,,,,,
6066,1969/12/31,INTL BUSINESS MACHINES CORP,,,1969.75,1969.75,459200101,51143,IBM,7370,10504,11,USA,5831.809,,,1902.5,1902.5,1735.52,2454.985,3006.7909999999997,1918.795,249.18099999999998,,,,,,,,,,,,,,73.667,554.821,,,,,5276.988,5276.988,249.18099999999998,,1087.996,,,,34.87,,,,,0.0,113.71700000000001,364.4994,,,,,,,,,,,,
4839,1969/3/31,FORD MOTOR CO,,,1969.0,1969.0,345370860,37996,F,3711,48126,11,USA,,,,3583.4,3583.4,2929.3,205.0,449.1,355.5,167.7,,,,,,,,,,,,,,,,,,,,,,167.7,,93.6,,,,,,,,,,,51.0,,,,,,,,,,,,
6066,1969/3/31,INTL BUSINESS MACHINES CORP,,,1969.0,1969.0,459200101,51143,IBM,7370,10504,11,USA,,,,1684.6989999999998,1684.6989999999998,,,,,205.96099999999998,,,,,,,,,,,,,,,,,,,,,,205.96099999999998,,,,,,,,,,,,,313.9998,,,,,,,,,,,,
4839,1969/6/30,FORD MOTOR CO,,,1969.25,1969.25,345370860,37996,F,3711,48126,11,USA,,,,3892.3,3892.3,3210.6,218.1,463.6,369.1,180.4,,,,,,,,,,,,,,,,,,,,,,180.4,,94.5,,,,,,,,,,,47.2499,,,,,,,,,,,,
6066,1969/6/30,INTL BUSINESS MACHINES CORP,,,1969.25,1969.25,459200101,51143,IBM,7370,10504,11,USA,,,,1831.6989999999998,1831.6989999999998,,,,,237.516,,,,,,,,,,,,,,,,,,,,,,237.516,,,,,,,,,,,,,337.7495,,,,,,,,,,,,
4839,1969/9/30,FORD MOTOR CO,,,1969.5,1969.5,345370860,37996,F,3711,48126,11,USA,,,,3178.4,3178.4,2787.6,208.5,182.3,85.3,54.3,,,,,,,,,,,,,,,,,,,,,,54.3,,97.0,,,,,,,,,,,43.1299,,,,,,,,,,,,
6066,1969/9/30,INTL BUSINESS MACHINES CORP,,,1969.5,1969.5,459200101,51143,IBM,7370,10504,11,USA,,,,1778.398,1778.398,,,,,241.215,,,,,,,,,,,,,,,,,,,,,,241.215,,,,,,,,,,,,,345.2498,,,,,,,,,,,,
4839,1970/12/31,FORD MOTOR CO,,,1970.75,1970.75,345370860,37996,F,3711,48126,11,USA,5924.698,,,4264.398,4264.398,12641.0,910.5,366.5,1014.798,151.0,,,,,,,,,,,,,,577.2,456.8,,,,,5467.898,5467.898,151.0,,106.6,,,,,,,,,0.0,109.068,56.25,,,,,,,,,,,,
6066,1970/12/31,INTL BUSINESS MACHINES CORP,,,1970.75,1970.75,459200101,51143,IBM,7370,10504,11,USA,6520.036999999999,,,1995.521,1995.521,1874.5510000000002,2578.899,3050.51,1881.366,275.249,,,,,,,,,,,,,,271.822,572.9,,,,,5947.137,5947.137,275.249,,1169.144,,,,16.442,,,,,0.0,114.587,317.7496,,,,,,,,,,,,
4839,1970/3/31,FORD MOTOR CO,,,1970.0,1970.0,345370860,37996,F,3711,48126,11,USA,,,,3395.0,3395.0,,,350.6,,124.4,,,,,,,,,,,,,,,,,,,,,,124.4,,101.7,,,,,,,,,,,45.7499,,,,,,,,,,,,
6066,1970/3/31,INTL BUSINESS MACHINES CORP,,,1970.0,1970.0,459200101,51143,IBM,7370,10504,11,USA,,,,1720.8110000000001,1720.8110000000001,,,,,230.261,,,,,,,,,,,,,,,,,,,,,,230.261,,,,,,9.67,,,,,,,338.4993,,,,,,,,,,,,
4839,1970/6/30,FORD MOTOR CO,,,1970.25,1970.25,345370860,37996,F,3711,48126,11,USA,5855.399,,,3910.9,3910.9,,,442.7,,166.4,,,,,,,,,,,,,,445.8,471.7,,,,,5383.6990000000005,5383.6990000000005,166.4,,102.4,,,,,,,,,0.0,,43.875,,,,,,,,,,,,
6066,1970/6/30,INTL BUSINESS MACHINES CORP,,,1970.25,1970.25,459200101,51143,IBM,7370,10504,11,USA,,,,1873.6270000000002,1873.6270000000002,,,,,252.118,,,,,,,,,,,,,,,,,,,,,,252.118,,,,,,10.637,,,,,,,249.9998,,,,,,,,,,,,
4839,1970/9/30,FORD MOTOR CO,,,1970.5,1970.5,345370860,37996,F,3711,48126,11,USA,5872.799,,,3409.6,3409.6,,,268.6,,73.9,,,,,,,,,,,,,,482.9,493.1,,,,,5379.6990000000005,5379.6990000000005,73.9,,102.9,,,,,,,,,0.0,,51.7499,,,,,,,,,,,,
6066,1970/9/30,INTL BUSINESS MACHINES CORP,,,1970.5,1970.5,459200101,51143,IBM,7370,10504,11,USA,,,,1914.001,1914.001,,,,,259.893,,,,,,,,,,,,,,,,,,,,,,259.893,,,,,,12.84,,,,,,,291.7499,,,,,,,,,,,,
4839,1971/12/31,FORD MOTOR CO,,1972/2/15,1971.75,1971.75,345370860,37996,F,3711,48126,11,USA,6450.795,10509.796999999999,4861.202,4567.0,4567.0,3781.5,280.5,505.0,396.4,203.7,229.1,,,,,,,,,,4767.2970000000005,3420.9,2539.5,536.8,802.2,101.4,101.4,1084.6,739.7,5547.195,5547.195,203.7,,108.6,,,,,3828.6,409.0,,,0.0,103.742,70.2499,,,,,,,,,,,,
6066,1971/12/31,INTL BUSINESS MACHINES CORP,,1972/1/14,1971.75,1971.75,459200101,51143,IBM,7370,10504,11,USA,7318.53,9576.219000000001,2933.836,2379.757,2379.757,2126.006,2919.9770000000003,3227.62,1974.027,306.019,39.188,,,,,,,,,,3948.643,2087.94,405.585,243.183,676.1469999999999,0.0,0.0,1875.154,1578.354,6642.383000000001,6642.383000000001,306.019,,1253.593,,,,21.546,5162.742,130.562,,,0.0,115.53399999999999,336.4996,,,,,,,,,,,,
4839,1971/3/31,FORD MOTOR CO,,,1971.0,1971.0,345370860,37996,F,3711,48126,11,USA,6115.797,,,3871.3,3871.3,3215.1,222.6,433.6,327.5,169.2,,,,,,,,,,,,,,578.7,528.5,,,,,5587.297,5587.297,169.2,,106.1,,,,,,,,,0.0,109.382,60.2499,,,,,,,,,,,,
6066,1971/3/31,INTL BUSINESS MACHINES CORP,,,1971.0,1971.0,459200101,51143,IBM,7370,10504,11,USA,,,,1870.1329999999998,1870.1329999999998,,,,,250.808,,,,,,,,,,,,,,,,,,,,,,250.808,,,,,,15.225999999999999,,,,,,114.689,357.4992,,,,,,,,,,,,
4839,1971/6/30,FORD MOTOR CO,,,1971.25,1971.25,345370860,37996,F,3711,48126,11,USA,6263.298000000001,,,4157.5,4157.5,3448.9,229.2,479.4,372.9,197.8,,,,,,,,,,,,,,599.6,550.7,,,,,5712.598000000001,5712.598000000001,197.8,,106.5,,,,,,,,,0.0,109.286,62.4999,,,,,,,,,,,,
6066,1971/6/30,INTL BUSINESS MACHINES CORP,,,1971.25,1971.25,459200101,51143,IBM,7370,10504,11,USA,,,,1942.168,1942.168,,,,,255.102,,,,,,,,,,,,,,,,,,,,,,255.102,,,,,,16.777,,,,,,114.81299999999999,316.9998,,,,,,,,,,,,
4839,1971/9/30,FORD MOTOR CO,,1971/10/29,1971.5,1971.5,345370860,37996,F,3711,48126,11,USA,6266.2,,,3837.2,3837.2,3319.0,241.7,276.5,170.6,86.0,,,,,,,,,,,,,,614.9,705.2,,,,,5561.0,5561.0,86.0,,105.9,,,,,,,,,0.0,106.66,69.4999,,,,,,,,,,,,
6066,1971/9/30,INTL BUSINESS MACHINES CORP,,1971/10/12,1971.5,1971.5,459200101,51143,IBM,7370,10504,11,USA,,,,2081.545,2081.545,,,,,266.918,,,,,,,,,,,,,,,,,,,,,,266.918,,,,,,16.482,,,,,,115.34899999999999,303.7498,,,,,,,,,,,,
4839,1972/12/31,FORD MOTOR CO,,1973/2/13,1972.75,1972.75,345370860,37996,F,3711,48126,11,USA,7061.897,11634.0,5566.003000000001,5580.297,5580.297,4831.598,218.1,530.6,409.999,240.4,270.6,,,,,,,,,,5544.5,3860.0,2780.8,393.5,993.9,106.7,106.7,1469.2,846.8,5961.297,5961.297,240.4,,120.6,,,,,4053.0,441.5,,,0.0,101.042,79.6249,,,,,,,,,,,,
6066,1972/12/31,INTL BUSINESS MACHINES CORP,,1973/1/15,1972.75,1972.75,459200101,51143,IBM,7370,10504,11,USA,8338.828000000001,10792.398000000001,3226.5029999999997,2521.729,2521.729,2339.155,3462.135,3731.303,2312.384,340.42699999999996,28.316,,,,,,,,,,4821.762,2259.294,441.45599999999996,143.692,772.933,0.0,0.0,2576.863,1679.273,7565.895,7565.895,340.42699999999996,,1418.9189999999999,,,,22.403000000000002,5271.023,165.965,,,0.0,116.399,401.9995,,,,,,,,,,,,
4839,1972/3/31,FORD MOTOR CO,,1972/4/27,1972.0,1972.0,345370860,37996,F,3711,48126,11,USA,6566.798000000001,,,4842.2970000000005,4842.2970000000005,4003.2,245.9,593.2,482.29699999999997,252.4,,,,,,,,,,,,,,522.6,850.4,,,,,5716.398,5716.398,252.4,,110.9,,,,,,,,,0.0,104.102,73.9999,,,,,,,,,,,,
6066,1972/3/31,INTL BUSINESS MACHINES CORP,,1972/4/12,1972.0,1972.0,459200101,51143,IBM,7370,10504,11,USA,7502.164000000001,,,2312.249,2312.249,,,,,305.707,,,,,,,,,,,,,,204.12,652.918,,,,,6849.246,6849.246,305.707,,,,,,16.355,,,,,0.0,115.74700000000001,382.2495,,,,,,,,,,,,
4839,1972/6/30,FORD MOTOR CO,,1972/7/28,1972.25,1972.25,345370860,37996,F,3711,48126,11,USA,6755.098000000001,,,5359.598000000001,5359.598000000001,4433.0,274.0,652.6,541.498,282.8,,,,,,,,,,,,,,498.1,842.5,,,,,5912.598000000001,5912.598000000001,282.8,,111.1,,,,,,,,,0.0,103.876,63.8749,,,,,,,,,,,,
6066,1972/6/30,INTL BUSINESS MACHINES CORP,,1972/7/14,1972.25,1972.25,459200101,51143,IBM,7370,10504,11,USA,7513.87,,,2364.848,2364.848,,,,,312.197,,,,,,,,,,,,,,257.20099999999996,601.999,,,,,6911.871,6911.871,312.197,,,,,,18.741,,,,,0.0,115.98200000000001,391.9995,,,,,,,,,,,,
4839,1972/9/30,FORD MOTOR CO,,1972/10/30,1972.5,1972.5,345370860,37996,F,3711,48126,11,USA,6753.097,,,4412.1990000000005,4412.1990000000005,3846.8,268.9,296.5,184.09900000000002,94.4,,,,,,,,,,,,,,402.4,971.3,,,,,5781.797,5781.797,94.4,,112.4,,,,,,,,,0.0,101.39,66.6249,,,,,,,,,,,,
6066,1972/9/30,INTL BUSINESS MACHINES CORP,,1972/10/11,1972.5,1972.5,459200101,51143,IBM,7370,10504,11,USA,8023.556,,,2333.7670000000003,2333.7670000000003,,,,,320.936,,,,,,,,,,,,,,253.99900000000002,735.1610000000001,,,,,7288.395,7288.395,320.936,,,,,,20.893,,,,,0.0,116.17,406.4998,,,,,,,,,,,,
4839,1973/12/31,FORD MOTOR CO,,1974/2/13,1973.75,1973.75,345370860,37996,F,3711,48126,11,USA,7507.198,12954.0,6423.802,5631.5,5631.5,5143.1990000000005,312.9,175.4,56.301,56.6,383.8,,,,,,,,,,6189.5,4529.0,3592.7,833.0,977.0,125.1,125.1,1082.2,1078.8,6405.098000000001,6405.098000000001,56.6,,119.1,,,,,4376.598,534.0,,,0.0,98.785,40.5,,,,,,,,,,,,
