date,TICKER,quantity
1981-08-13,F,1.000000
1981-08-14,F,1.000000
1981-08-17,F,1.000000
1981-08-18,F,1.000000
1981-08-19,F,1.000000
1981-08-20,F,1.000000
1981-08-21,F,1.000000
1981-08-24,F,1.000000
1981-08-25,F,1.000000
1981-08-26,F,1.000000
1981-08-27,F,1.000000
1981-08-28,F,1.000000
1981-08-31,F,1.000000
1981-09-01,F,1.000000
1981-09-02,F,1.000000
1981-09-03,F,-131.000000
1982-04-06,F,1.000000
1982-04-07,F,1.000000
1982-04-08,F,1.000000
1982-04-12,F,1.000000
1982-04-13,F,1.000000
1982-04-14,F,1.000000
1982-04-15,F,1.000000
1982-04-16,F,1.000000
1982-04-19,F,1.000000
1982-04-20,F,1.000000
1982-04-21,F,1.000000
1982-04-22,F,1.000000
1982-04-23,F,1.000000
1982-04-26,F,1.000000
1982-04-27,F,1.000000
1982-04-28,F,1.000000
1982-04-29,F,1.000000
1982-04-30,F,1.000000
1982-05-03,F,1.000000
1982-05-04,F,1.000000
1982-05-05,F,1.000000
1982-05-06,F,1.000000
1982-05-07,F,1.000000
1982-05-10,F,1.000000
1982-05-11,F,1.000000
1982-05-12,F,1.000000
1982-05-13,F,1.000000
1982-05-14,F,1.000000
1982-05-17,F,1.000000
1982-05-18,F,1.000000
1982-05-19,F,1.000000
1982-05-20,F,1.000000
1982-05-21,F,1.000000
1982-05-24,F,1.000000
1982-05-25,F,1.000000
1982-05-26,F,1.000000
1982-05-27,F,1.000000
1982-05-28,F,1.000000
1982-06-01,F,1.000000
1982-06-02,F,1.000000
1982-06-03,F,1.000000
1982-06-04,F,1.000000
1982-06-07,F,1.000000
1982-06-08,F,1.000000
1982-06-09,F,1.000000
1982-06-10,F,1.000000
1982-06-11,F,1.000000
1982-06-14,F,1.000000
1982-06-15,F,1.000000
1982-06-16,F,1.000000
1982-06-17,F,1.000000
1982-06-18,F,1.000000
1982-06-21,F,1.000000
1982-06-22,F,1.000000
1982-06-23,F,1.000000
1982-06-24,F,1.000000
1982-06-25,F,1.000000
1982-06-28,F,1.000000
1982-06-29,F,1.000000
1982-06-30,F,1.000000
1982-07-01,F,1.000000
1982-07-02,F,1.000000
1982-07-06,F,1.000000
1982-07-07,F,1.000000
1982-07-08,F,1.000000
1982-07-09,F,1.000000
1982-07-12,F,1.000000
1982-07-13,F,1.000000
1982-07-14,F,1.000000
1982-07-15,F,1.000000
1982-07-16,F,1.000000
1982-07-19,F,1.000000
1982-07-20,F,1.000000
1982-07-21,F,1.000000
1982-07-22,F,1.000000
1982-07-23,F,1.000000
1982-07-26,F,1.000000
1982-07-27,F,1.000000
1982-07-28,F,1.000000
1982-07-29,F,1.000000
1982-07-30,F,1.000000
1982-08-02,F,1.000000
1982-08-03,F,1.000000
1982-08-04,F,1.000000
1982-08-05,F,1.000000
1982-08-06,F,1.000000
1982-08-09,F,1.000000
1982-08-10,F,1.000000
1982-08-11,F,1.000000
1982-08-12,F,1.000000
1982-08-13,F,1.000000
1982-08-16,F,1.000000
1982-08-17,F,1.000000
1982-08-18,F,1.000000
1982-08-19,F,1.000000
1982-08-20,F,1.000000
1982-08-23,F,1.000000
1982-08-24,F,1.000000
1982-08-25,F,1.000000
1982-08-26,F,1.000000
1982-08-27,F,1.000000
1982-08-30,F,1.000000
1982-08-31,F,1.000000
1982-09-01,F,1.000000
1982-09-02,F,1.000000
1982-09-03,F,1.000000
1982-09-07,F,1.000000
1982-09-08,F,1.000000
1982-09-09,F,1.000000
1982-09-10,F,1.000000
1982-09-13,F,1.000000
1982-09-14,F,1.000000
1982-09-15,F,1.000000
1982-09-16,F,1.000000
1982-09-17,F,1.000000
1982-09-20,F,1.000000
1982-09-21,F,1.000000
1982-09-22,F,1.000000
1982-09-23,F,1.000000
1982-09-24,F,1.000000
1982-09-27,F,1.000000
1982-09-28,F,1.000000
1982-09-29,F,1.000000
1982-09-30,F,1.000000
1982-10-01,F,1.000000
1982-10-04,F,1.000000
1982-10-05,F,1.000000
1982-10-06,F,1.000000
1982-10-07,F,1.000000
1982-10-08,AAPL,1.000000
1982-10-08,F,1.000000
1982-10-11,AAPL,1.000000
1982-10-11,F,1.000000
1982-10-12,AAPL,1.000000
1982-10-12,F,1.000000
1982-10-13,AAPL,1.000000
1982-10-13,F,1.000000
1982-10-14,AAPL,1.000000
1982-10-14,F,1.000000
1982-10-15,AAPL,1.000000
1982-10-15,F,1.000000
1982-10-18,AAPL,1.000000
1982-10-18,F,1.000000
1982-10-19,AAPL,1.000000
1982-10-19,F,1.000000
1982-10-20,AAPL,1.000000
1982-10-20,F,1.000000
1982-10-21,AAPL,1.000000
1982-10-21,F,1.000000
1982-10-22,AAPL,1.000000
1982-10-22,F,1.000000
1982-10-25,AAPL,1.000000
1982-10-25,F,1.000000
1982-10-26,AAPL,1.000000
1982-10-26,F,1.000000
1982-10-27,AAPL,1.000000
1982-10-27,F,1.000000
1982-10-28,AAPL,1.000000
1982-10-28,F,1.000000
1982-10-29,AAPL,1.000000
1982-10-29,F,1.000000
1982-11-01,AAPL,1.000000
1982-11-01,F,1.000000
1982-11-02,AAPL,1.000000
1982-11-02,F,1.000000
1982-11-03,AAPL,1.000000
1982-11-03,F,1.000000
1982-11-04,AAPL,1.000000
1982-11-04,F,1.000000
1982-11-05,AAPL,1.000000
1982-11-05,F,1.000000
1982-11-08,AAPL,1.000000
1982-11-08,F,1.000000
1982-11-09,AAPL,1.000000
1982-11-09,F,1.000000
1982-11-10,AAPL,1.000000
1982-11-10,F,1.000000
1982-11-11,AAPL,1.000000
1982-11-11,F,1.000000
1982-11-12,AAPL,1.000000
1982-11-12,F,1.000000
1982-11-15,AAPL,1.000000
1982-11-15,F,1.000000
1982-11-16,AAPL,1.000000
1982-11-16,F,1.000000
1982-11-17,AAPL,1.000000
1982-11-17,F,1.000000
1982-11-18,AAPL,1.000000
1982-11-18,F,1.000000
1982-11-19,AAPL,1.000000
1982-11-19,F,1.000000
1982-11-22,AAPL,1.000000
1982-11-22,F,1.000000
1982-11-23,AAPL,1.000000
1982-11-23,F,1.000000
1982-11-24,AAPL,1.000000
1982-11-24,F,1.000000
1982-11-26,AAPL,1.000000
1982-11-26,F,1.000000
1982-11-29,AAPL,1.000000
1982-11-29,F,1.000000
1982-11-30,AAPL,1.000000
1982-11-30,F,1.000000
1982-12-01,AAPL,1.000000
1982-12-01,F,1.000000
1982-12-02,AAPL,1.000000
1982-12-02,F,1.000000
1982-12-03,AAPL,1.000000
1982-12-03,F,1.000000
1982-12-06,AAPL,1.000000
1982-12-06,F,1.000000
1982-12-07,AAPL,1.000000
1982-12-07,F,1.000000
1982-12-08,AAPL,1.000000
1982-12-08,F,1.000000
1982-12-09,AAPL,1.000000
1982-12-09,F,1.000000
1982-12-10,AAPL,1.000000
1982-12-10,F,1.000000
1982-12-13,AAPL,1.000000
1982-12-13,F,1.000000
1982-12-14,AAPL,1.000000
1982-12-14,F,1.000000
1982-12-15,AAPL,1.000000
1982-12-15,F,1.000000
1982-12-16,AAPL,1.000000
1982-12-16,F,1.000000
1982-12-17,AAPL,1.000000
1982-12-17,F,1.000000
1982-12-20,AAPL,1.000000
1982-12-20,F,1.000000
1982-12-21,AAPL,1.000000
1982-12-21,F,1.000000
1982-12-22,AAPL,1.000000
1982-12-22,F,1.000000
1982-12-23,AAPL,1.000000
1982-12-23,F,1.000000
1982-12-27,AAPL,1.000000
1982-12-27,F,1.000000
1982-12-28,AAPL,1.000000
1982-12-28,F,1.000000
1982-12-29,AAPL,1.000000
1982-12-29,F,1.000000
1982-12-30,AAPL,1.000000
1982-12-30,F,1.000000
1982-12-31,AAPL,1.000000
1982-12-31,F,1.000000
1983-01-03,AAPL,1.000000
1983-01-03,F,1.000000
1983-01-04,AAPL,1.000000
1983-01-04,F,1.000000
1983-01-05,AAPL,1.000000
1983-01-05,F,1.000000
1983-01-06,AAPL,1.000000
1983-01-06,F,1.000000
1983-01-07,AAPL,1.000000
1983-01-07,F,1.000000
1983-01-10,AAPL,1.000000
1983-01-10,F,1.000000
1983-01-11,AAPL,1.000000
1983-01-11,F,1.000000
1983-01-12,AAPL,1.000000
1983-01-12,F,1.000000
1983-01-13,AAPL,1.000000
1983-01-13,F,1.000000
1983-01-14,AAPL,1.000000
1983-01-14,F,1.000000
1983-01-17,AAPL,1.000000
1983-01-17,F,1.000000
1983-01-18,AAPL,1.000000
1983-01-18,F,1.000000
1983-01-19,AAPL,1.000000
1983-01-19,F,1.000000
1983-01-20,AAPL,1.000000
1983-01-20,F,1.000000
1983-01-21,AAPL,1.000000
1983-01-21,F,1.000000
1983-01-24,AAPL,1.000000
1983-01-24,F,1.000000
1983-01-25,AAPL,1.000000
1983-01-25,F,1.000000
1983-01-26,AAPL,1.000000
1983-01-26,F,1.000000
1983-01-27,AAPL,1.000000
1983-01-27,F,1.000000
1983-01-28,AAPL,1.000000
1983-01-28,F,1.000000
1983-01-31,AAPL,1.000000
1983-01-31,F,1.000000
1983-02-01,AAPL,1.000000
1983-02-01,F,1.000000
1983-02-02,AAPL,1.000000
1983-02-02,F,1.000000
1983-02-03,AAPL,1.000000
1983-02-03,F,1.000000
1983-02-04,AAPL,1.000000
1983-02-04,F,1.000000
1983-02-07,AAPL,1.000000
1983-02-07,F,1.000000
1983-02-08,AAPL,1.000000
1983-02-08,F,1.000000
1983-02-09,AAPL,1.000000
1983-02-09,F,1.000000
1983-02-10,AAPL,1.000000
1983-02-10,F,1.000000
1983-02-11,AAPL,1.000000
1983-02-11,F,1.000000
1983-02-14,AAPL,1.000000
1983-02-14,F,1.000000
1983-02-15,AAPL,1.000000
1983-02-15,F,1.000000
1983-02-16,AAPL,1.000000
1983-02-16,F,1.000000
1983-02-17,AAPL,1.000000
1983-02-17,F,1.000000
1983-02-18,AAPL,1.000000
1983-02-18,F,1.000000
1983-02-22,AAPL,1.000000
1983-02-22,F,1.000000
1983-02-23,AAPL,1.000000
1983-02-23,F,1.000000
1983-02-24,AAPL,1.000000
1983-02-24,F,1.000000
1983-02-25,AAPL,1.000000
1983-02-25,F,1.000000
1983-02-28,AAPL,1.000000
1983-02-28,F,1.000000
1983-03-01,AAPL,1.000000
1983-03-01,F,1.000000
1983-03-02,AAPL,1.000000
1983-03-02,F,1.000000
1983-03-03,AAPL,1.000000
1983-03-03,F,1.000000
1983-03-04,AAPL,1.000000
1983-03-04,F,1.000000
1983-03-07,AAPL,1.000000
1983-03-07,F,1.000000
1983-03-08,AAPL,1.000000
1983-03-08,F,1.000000
1983-03-09,AAPL,1.000000
1983-03-09,F,1.000000
1983-03-10,AAPL,1.000000
1983-03-10,F,1.000000
1983-03-11,AAPL,1.000000
1983-03-11,F,1.000000
1983-03-14,AAPL,1.000000
1983-03-14,F,1.000000
1983-03-15,AAPL,1.000000
1983-03-15,F,1.000000
1983-03-16,AAPL,1.000000
1983-03-16,F,1.000000
1983-03-17,AAPL,1.000000
1983-03-17,F,1.000000
1983-03-18,AAPL,1.000000
1983-03-18,F,1.000000
1983-03-21,AAPL,1.000000
1983-03-21,F,1.000000
1983-03-22,AAPL,1.000000
1983-03-22,F,1.000000
1983-03-23,AAPL,1.000000
1983-03-23,F,1.000000
1983-03-24,AAPL,1.000000
1983-03-24,F,1.000000
1983-03-25,AAPL,1.000000
1983-03-25,F,1.000000
1983-03-28,AAPL,1.000000
1983-03-28,F,1.000000
1983-03-29,AAPL,1.000000
1983-03-29,F,1.000000
1983-03-30,AAPL,1.000000
1983-03-30,F,1.000000
1983-03-31,AAPL,1.000000
1983-03-31,F,1.000000
1983-04-04,AAPL,1.000000
1983-04-04,F,1.000000
1983-04-05,AAPL,1.000000
1983-04-05,F,1.000000
1983-04-06,AAPL,1.000000
1983-04-06,F,1.000000
1983-04-07,AAPL,1.000000
1983-04-07,F,1.000000
1983-04-08,AAPL,1.000000
1983-04-08,F,1.000000
1983-04-11,AAPL,1.000000
1983-04-11,F,1.000000
1983-04-12,AAPL,1.000000
1983-04-12,F,1.000000
1983-04-13,AAPL,1.000000
1983-04-13,F,1.000000
1983-04-14,AAPL,1.000000
1983-04-14,F,1.000000
1983-04-15,AAPL,1.000000
1983-04-15,F,1.000000
1983-04-18,AAPL,1.000000
1983-04-18,F,1.000000
1983-04-19,AAPL,1.000000
1983-04-19,F,1.000000
1983-04-20,AAPL,1.000000
1983-04-20,F,1.000000
1983-04-21,AAPL,1.000000
1983-04-21,F,1.000000
1983-04-22,AAPL,1.000000
1983-04-22,F,1.000000
1983-04-25,AAPL,1.000000
1983-04-25,F,1.000000
1983-04-26,AAPL,1.000000
1983-04-26,F,1.000000
1983-04-27,AAPL,1.000000
1983-04-27,F,1.000000
1983-04-28,AAPL,1.000000
1983-04-28,F,1.000000
1983-04-29,AAPL,1.000000
1983-04-29,F,1.000000
1983-05-02,AAPL,1.000000
1983-05-02,F,1.000000
1983-05-03,AAPL,1.000000
1983-05-03,F,1.000000
1983-05-04,AAPL,1.000000
1983-05-04,F,1.000000
1983-05-05,AAPL,1.000000
1983-05-05,F,1.000000
1983-05-06,AAPL,1.000000
1983-05-06,F,1.000000
1983-05-09,AAPL,1.000000
1983-05-09,F,1.000000
1983-05-10,AAPL,1.000000
1983-05-10,F,1.000000
1983-05-11,AAPL,1.000000
1983-05-11,F,1.000000
1983-05-12,AAPL,1.000000
1983-05-12,F,1.000000
1983-05-13,AAPL,1.000000
1983-05-13,F,1.000000
1983-05-16,AAPL,1.000000
1983-05-16,F,1.000000
1983-05-17,AAPL,1.000000
1983-05-17,F,1.000000
1983-05-18,AAPL,1.000000
1983-05-18,F,1.000000
1983-05-19,AAPL,1.000000
1983-05-19,F,1.000000
1983-05-20,AAPL,1.000000
1983-05-20,F,1.000000
1983-05-23,AAPL,1.000000
1983-05-23,F,1.000000
1983-05-24,AAPL,1.000000
1983-05-24,F,1.000000
1983-05-25,AAPL,1.000000
1983-05-25,F,1.000000
1983-05-26,AAPL,1.000000
1983-05-26,F,1.000000
1983-05-27,AAPL,1.000000
1983-05-27,F,1.000000
1983-05-31,AAPL,1.000000
1983-05-31,F,1.000000
1983-06-01,AAPL,1.000000
1983-06-01,F,1.000000
1983-06-02,AAPL,1.000000
1983-06-02,F,1.000000
1983-06-03,AAPL,1.000000
1983-06-03,F,1.000000
1983-06-06,AAPL,1.000000
1983-06-06,F,1.000000
1983-06-07,AAPL,1.000000
1983-06-07,F,1.000000
1983-06-08,AAPL,1.000000
1983-06-08,F,1.000000
1983-06-09,AAPL,1.000000
1983-06-09,F,1.000000
1983-06-10,AAPL,1.000000
1983-06-10,F,1.000000
1983-06-13,AAPL,1.000000
1983-06-13,F,1.000000
1983-06-14,AAPL,1.000000
1983-06-14,F,1.000000
1983-06-15,AAPL,1.000000
1983-06-15,F,1.000000
1983-06-16,AAPL,1.000000
1983-06-16,F,1.000000
1983-06-17,AAPL,1.000000
1983-06-17,F,1.000000
1983-06-20,AAPL,1.000000
1983-06-20,F,1.000000
1983-06-21,AAPL,1.000000
1983-06-21,F,1.000000
1983-06-22,AAPL,1.000000
1983-06-22,F,1.000000
1983-06-23,AAPL,1.000000
1983-06-23,F,1.000000
1983-06-24,AAPL,1.000000
1983-06-24,F,1.000000
1983-06-27,AAPL,1.000000
1983-06-27,F,1.000000
1983-06-28,AAPL,1.000000
1983-06-28,F,1.000000
1983-06-29,AAPL,1.000000
1983-06-29,F,1.000000
1983-06-30,AAPL,1.000000
1983-06-30,F,1.000000
1983-07-01,AAPL,1.000000
1983-07-01,F,1.000000
1983-07-05,AAPL,1.000000
1983-07-05,F,1.000000
1983-07-06,AAPL,1.000000
1983-07-06,F,1.000000
1983-07-07,AAPL,1.000000
1983-07-07,F,1.000000
1983-07-08,AAPL,1.000000
1983-07-08,F,1.000000
1983-07-11,AAPL,1.000000
1983-07-11,F,1.000000
1983-07-12,AAPL,1.000000
1983-07-12,F,1.000000
1983-07-13,AAPL,1.000000
1983-07-13,F,1.000000
1983-07-14,AAPL,1.000000
1983-07-14,F,1.000000
1983-07-15,AAPL,1.000000
1983-07-15,F,1.000000
1983-07-18,AAPL,1.000000
1983-07-18,F,1.000000
1983-07-19,AAPL,1.000000
1983-07-19,F,1.000000
1983-07-20,AAPL,1.000000
1983-07-20,F,1.000000
1983-07-21,AAPL,1.000000
1983-07-21,F,1.000000
1983-07-22,AAPL,1.000000
1983-07-22,F,1.000000
1983-07-25,AAPL,1.000000
1983-07-25,F,1.000000
1983-07-26,AAPL,1.000000
1983-07-26,F,1.000000
1983-07-27,AAPL,1.000000
1983-07-27,F,1.000000
1983-07-28,AAPL,1.000000
1983-07-28,F,1.000000
1983-07-29,AAPL,1.000000
1983-07-29,F,1.000000
1983-08-01,AAPL,1.000000
1983-08-01,F,1.000000
1983-08-02,AAPL,1.000000
1983-08-02,F,1.000000
1983-08-03,AAPL,1.000000
1983-08-03,F,1.000000
1983-08-04,AAPL,1.000000
1983-08-04,F,1.000000
1983-08-05,AAPL,1.000000
1983-08-05,F,1.000000
1983-08-08,AAPL,1.000000
1983-08-08,F,1.000000
1983-08-09,AAPL,1.000000
1983-08-09,F,1.000000
1983-08-10,AAPL,1.000000
1983-08-10,F,1.000000
1983-08-11,AAPL,1.000000
1983-08-11,F,1.000000
1983-08-12,AAPL,1.000000
1983-08-12,F,1.000000
1983-08-15,AAPL,1.000000
1983-08-15,F,1.000000
1983-08-16,AAPL,1.000000
1983-08-16,F,1.000000
1983-08-17,AAPL,1.000000
1983-08-17,F,1.000000
1983-08-18,AAPL,1.000000
1983-08-18,F,1.000000
1983-08-19,AAPL,1.000000
1983-08-19,F,1.000000
1983-08-22,AAPL,1.000000
1983-08-22,F,1.000000
1983-08-23,AAPL,1.000000
1983-08-23,F,1.000000
1983-08-24,AAPL,1.000000
1983-08-24,F,1.000000
1983-08-25,AAPL,1.000000
1983-08-25,F,1.000000
1983-08-26,AAPL,-224.000000
1983-08-26,F,1.000000
1983-08-29,F,1.000000
1983-08-30,F,1.000000
1983-08-31,F,1.000000
1983-09-01,F,1.000000
1983-09-02,F,1.000000
1983-09-06,F,1.000000
1983-09-07,F,1.000000
1983-09-08,F,1.000000
1983-09-09,F,1.000000
1983-09-12,F,1.000000
1983-09-13,F,1.000000
1983-09-14,F,1.000000
1983-09-15,F,1.000000
1983-09-16,F,1.000000
1983-09-19,F,1.000000
1983-09-20,F,1.000000
1983-09-21,F,1.000000
1983-09-22,F,1.000000
1983-09-23,F,1.000000
1983-09-26,F,1.000000
1983-09-27,F,1.000000
1983-09-28,F,1.000000
1983-09-29,F,1.000000
1983-09-30,F,1.000000
1983-10-03,F,1.000000
1983-10-04,F,1.000000
1983-10-05,F,1.000000
1983-10-06,F,1.000000
1983-10-07,F,1.000000
1983-10-10,F,1.000000
1983-10-11,F,1.000000
1983-10-12,F,1.000000
1983-10-13,F,1.000000
1983-10-14,F,1.000000
1983-10-17,F,1.000000
1983-10-18,F,1.000000
1983-10-19,F,1.000000
1983-10-20,F,1.000000
1983-10-21,F,1.000000
1983-10-24,F,1.000000
1983-10-25,F,1.000000
1983-10-26,F,1.000000
1983-10-27,F,1.000000
1983-10-28,F,1.000000
1983-10-31,F,1.000000
1983-11-01,F,1.000000
1983-11-02,F,1.000000
1983-11-03,F,1.000000
1983-11-04,F,1.000000
1983-11-07,F,1.000000
1983-11-08,F,1.000000
1983-11-09,F,1.000000
1983-11-10,F,1.000000
1983-11-11,F,1.000000
1983-11-14,F,1.000000
1983-11-15,F,1.000000
1983-11-16,F,1.000000
1983-11-17,F,1.000000
1983-11-18,F,1.000000
1983-11-21,F,1.000000
1983-11-22,F,1.000000
1983-11-23,F,1.000000
1983-11-25,F,1.000000
1983-11-28,F,1.000000
1983-11-29,F,1.000000
1983-11-30,F,1.000000
1983-12-01,F,1.000000
1983-12-02,F,1.000000
1983-12-05,F,1.000000
1983-12-06,F,1.000000
1983-12-07,F,1.000000
1983-12-08,F,1.000000
1983-12-09,F,1.000000
1983-12-12,F,1.000000
1983-12-13,F,1.000000
1983-12-14,F,1.000000
1983-12-15,F,1.000000
1983-12-16,F,1.000000
1983-12-19,F,1.000000
1983-12-20,F,1.000000
1983-12-21,F,1.000000
1983-12-22,F,1.000000
1983-12-23,F,1.000000
1983-12-27,F,1.000000
1983-12-28,F,1.000000
1983-12-29,F,1.000000
